59,59,41,29,83,3,94,76,47,96,81,88,82,80,35,10,36,22,38,47,25,91,76,61,85,58,68,73,51,82,50,70,47,6,60,27,86,19,41,56,43,96,20,98,44,20,65,35,86,65,51,6,49,49,93,62,12,50,35,97,11,89,62,86,44,14,35,80,93,56,61,72,65,66,29,2,39,65,73,41,49,6,26,6,21,86,13,56,68,38,40,20,16,46,41,33,12,94,90,46,40,33,67,63,35,31,88,92,93,21,91,1,77,4,11,65,7,39,13,17,27,77,9,27,10,70,77,4,83,9,88,50,67,76,14,16,66,91,69,57,43,99,45,12,42,20,71,13,20,56,40,53,70,17,56,46,36,65,90,52,78,37,82,82,85,29,74,51,23,89,68,27,16,56,55,13,19,13,61,98,67,45,83,40,55,51,26,48,90,87,84,79,37,50,73,74,93,56,44,99,99
30,35,69,16,6,91,47,13,36,60,70,44,16,88,72,94,42,92,73,56,89,81,55,79,14,59,87,41,88,53,57,48,17,70,87,51,76,41,36,82,3,18,75,2,80,57,53,92,91,99,20,84,92,28,7,8,5,19,86,40,33,32,58,74,29,16,41,38,83,72,15,54,82,13,97,1,63,24,62,18,19,84,48,92,64,51,53,96,93,43,90,40,84,5,80,26,2,55,90,42,66,70,96,13,55,75,6,28,83,92,71,97,87,94,34,28,48,66,22,20,71,17,26,23,19,38,31,18,18,90,67,50,51,13,60,35,17,48,41,49,93,2,13,9,24,44,47,63,77,52,24,40,24,11,80,43,75,36,20,84,39,29,99,51,78,28,24,99,54,8,23,2,69,48,4,86,41,88,57,92,74,44,64,39,40,45,33,25,31,79,8,76,53,32,62,57,23,95,61,65,87
50,88,77,88,8,5,84,17,84,35,21,61,60,37,71,46,27,40,36,72,44,87,9,86,14,15,18,7,99,98,94,27,57,17,72,41,34,92,30,26,10,99,7,36,57,12,14,15,57,94,38,35,59,24,11,40,90,71,32,66,63,80,16,96,27,46,45,16,91,45,89,77,89,84,47,29,13,36,6,12,48,36,96,35,81,54,70,94,1,46,13,15,52,61,68,51,30,90,14,13,66,72,86,91,73,94,92,13,51,72,22,24,62,90,25,63,54,84,66,55,26,81,24,45,32,47,89,3,61,50,39,95,28,28,1,91,45,45,72,91,31,76,7,26,61,81,31,52,58,30,39,20,6,46,76,46,61,41,88,64,19,9,58,92,79,71,84,93,65,85,25,87,75,99,73,16,73,71,62,16,60,92,35,11,7,79,27,42,97,71,48,15,62,50,27,30,69,51,56,40,86
33,49,21,75,13,23,48,27,45,82,97,37,62,47,21,64,22,64,93,20,63,34,74,32,17,88,92,30,86,2,74,13,80,80,56,57,67,85,66,46,33,19,66,34,69,78,22,22,46,71,52,10,64,2,84,16,23,64,20,39,75,54,42,52,27,51,40,70,83,57,98,8,13,52,43,19,4,30,85,27,92,37,5,40,33,64,48,85,81,52,33,76,93,55,26,38,25,67,55,24,78,81,22,30,53,62,1,33,29,4,28,88,14,89,91,12,43,53,88,37,66,25,24,3,38,25,8,38,58,77,11,75,29,68,44,10,45,42,98,33,47,28,24,39,99,19,31,84,27,28,77,37,79,36,56,73,76,68,40,7,48,1,1,14,71,7,75,79,62,45,98,95,21,54,53,60,9,47,19,89,50,32,44,91,90,72,97,88,47,92,64,89,12,84,9,89,61,76,47,21,21
14,68,64,75,46,98,2,79,42,97,38,6,39,62,14,41,14,2,19,80,58,16,44,17,43,57,58,12,99,95,28,25,41,34,16,33,29,48,74,56,14,86,68,46,14,59,43,27,1,62,59,97,80,57,38,39,67,91,35,53,36,12,45,83,42,25,80,98,9,21,44,42,82,85,27,11,76,69,40,86,48,77,78,76,30,48,59,53,89,34,95,33,93,23,14,67,73,49,54,4,23,21,82,74,16,80,61,84,26,69,66,14,42,29,85,20,67,28,38,49,81,52,58,97,72,99,58,64,97,42,2,69,48,54,39,71,94,57,18,28,8,94,53,54,26,16,7,43,43,86,12,13,18,52,66,92,97,8,83,92,22,18,31,68,18,62,38,2,2,91,70,16,8,12,59,43,84,83,1,99,40,80,98,65,41,49,58,96,18,77,43,64,57,93,14,97,51,91,67,36,64
12,28,49,14,33,63,59,32,59,55,56,74,80,67,35,71,48,83,30,22,85,47,11,61,57,39,49,86,55,14,95,48,20,43,30,34,76,46,30,47,18,45,89,48,80,58,60,31,15,91,94,23,42,86,87,97,7,32,45,36,13,15,39,2,39,37,95,61,73,83,14,46,74,36,25,59,89,33,12,17,92,17,42,6,2,52,56,19,93,27,33,40,31,61,40,48,51,37,79,76,65,23,38,95,84,83,82,38,70,78,12,4,46,55,37,72,8,58,18,90,94,80,7,45,74,99,55,14,62,79,85,57,47,10,65,34,99,25,15,44,72,48,4,87,59,86,36,1,61,21,23,37,34,14,62,68,36,95,29,76,95,66,89,48,38,58,74,9,1,78,25,75,37,2,57,34,16,16,90,67,12,13,67,62,93,28,38,4,67,18,84,8,60,94,59,87,43,95,93,89,39
24,93,47,29,80,86,85,11,14,55,77,18,83,18,12,17,57,34,61,89,64,74,16,30,81,1,33,53,60,58,29,42,87,31,61,14,91,12,64,44,65,83,50,34,56,38,27,42,45,24,15,46,18,93,7,89,46,49,16,55,66,28,49,86,70,18,1,88,20,56,28,33,30,5,34,8,94,55,8,90,10,81,64,73,68,71,26,47,77,79,62,91,23,65,95,70,31,16,62,62,31,65,27,61,24,29,97,25,27,21,41,75,18,52,88,57,14,94,28,8,63,40,79,69,20,24,94,51,3,96,62,33,23,88,16,24,43,50,89,36,17,80,52,26,40,93,24,15,9,39,96,60,3,33,3,15,71,34,96,33,5,97,7,54,94,83,66,29,12,50,8,43,41,8,16,47,35,66,59,15,30,79,1,14,93,29,74,99,99,18,38,6,36,9,26,80,36,23,27,79,56
13,46,70,1,4,79,87,42,28,97,99,51,25,58,81,27,92,64,16,77,67,2,11,91,74,33,23,87,14,49,92,5,41,11,73,86,58,78,91,89,24,67,84,29,82,1,50,83,80,21,19,41,4,68,29,67,50,78,21,9,28,31,82,91,95,6,2,59,18,56,62,71,49,93,24,23,68,70,84,22,77,70,35,70,37,47,44,44,89,53,15,7,33,33,96,42,93,58,79,93,59,75,82,78,96,66,77,94,99,63,59,12,86,79,77,36,79,63,37,22,29,22,2,34,19,53,86,7,25,84,35,22,8,98,89,67,13,59,61,73,72,93,4,5,82,37,91,67,10,36,46,10,6,31,54,69,27,69,54,78,29,13,44,71,24,24,81,12,82,32,58,61,88,30,45,1,1,59,19,67,30,40,82,57,41,23,64,91,99,59,83,92,73,14,2,22,23,69,26,95,44
85,83,2,94,79,85,74,56,2,37,65,18,64,41,80,23,22,26,57,58,19,35,55,83,57,2,23,94,16,98,29,54,53,28,11,6,12,68,68,20,60,3,10,19,30,86,66,36,95,89,50,5,30,31,78,63,45,50,41,21,38,34,47,89,52,38,71,39,6,96,93,41,51,68,14,30,15,58,13,32,9,57,54,18,35,56,37,28,89,60,76,28,96,11,23,56,44,63,11,45,10,75,61,94,14,71,65,43,90,23,20,39,34,19,37,89,34,87,37,48,3,55,83,48,38,52,3,56,87,22,86,24,60,1,94,18,45,40,15,52,4,13,39,45,13,56,12,80,35,12,95,23,59,99,32,40,46,44,77,52,65,97,97,74,18,4,58,27,74,49,70,56,77,30,11,66,9,49,19,88,23,13,35,6,14,56,98,84,4,61,60,42,79,13,63,76,64,37,64,2,1
83,50,80,91,66,18,91,18,28,36,35,77,36,73,11,54,14,60,19,32,98,54,13,58,63,50,48,9,1,10,12,16,42,82,30,9,15,20,82,92,81,24,52,80,80,75,97,93,52,61,62,91,61,52,91,80,27,81,31,60,59,51,29,42,70,90,48,27,19,69,27,65,20,38,57,50,49,61,68,38,38,16,27,4,49,56,89,13,65,70,4,4,39,48,4,86,10,51,13,81,47,81,51,24,57,27,59,85,69,68,88,62,85,36,64,9,59,40,49,98,84,14,74,11,68,4,82,80,73,37,68,56,69,44,28,24,4,30,25,4,93,49,44,84,42,2,73,91,8,20,58,28,2,78,15,55,23,54,4,32,45,36,60,51,21,27,46,57,95,85,23,85,82,73,53,70,14,89,8,29,85,82,61,26,59,12,29,9,57,68,12,81,90,33,47,4,82,1,46,52,2
8,86,26,4,25,24,61,62,13,69,77,72,99,35,94,19,81,78,13,22,35,86,16,18,39,15,88,17,58,68,93,90,81,95,19,49,39,63,36,66,2,5,90,57,88,49,66,19,93,8,13,39,86,14,71,21,65,89,7,40,29,42,27,73,81,96,32,86,15,92,71,29,90,74,10,82,19,53,37,92,43,15,66,93,76,69,95,41,22,1,83,34,33,21,36,40,8,20,45,77,93,82,71,90,58,60,93,30,22,43,9,10,57,14,96,90,62,41,88,19,36,60,84,14,67,28,92,81,46,33,59,34,3,10,49,21,14,59,83,62,13,39,70,77,26,52,16,9,1,8,18,51,21,25,15,9,32,5,82,64,94,15,72,2,28,59,65,17,56,86,74,98,86,62,73,9,21,44,39,55,89,86,12,2,69,96,39,62,21,69,98,94,19,95,68,14,89,36,3,25,75
47,69,48,34,42,45,42,92,27,46,53,3,77,25,12,39,44,84,99,12,46,25,53,59,70,58,29,94,65,12,71,90,98,7,82,14,74,57,65,47,74,43,97,52,36,82,12,50,91,39,95,45,31,90,4,27,63,87,25,82,21,71,63,59,69,45,22,71,77,64,97,32,37,24,99,14,98,72,87,39,72,22,45,69,47,66,71,43,96,74,85,13,24,70,22,36,48,92,43,80,56,79,56,40,93,17,4,9,5,50,48,12,89,53,83,94,63,10,13,59,31,69,94,77,59,24,73,3,24,13,76,66,90,48,89,53,26,73,5,29,6,19,50,14,12,73,13,56,19,17,52,11,98,3,51,6,14,87,80,38,74,69,86,42,93,79,4,40,34,64,5,59,95,33,33,42,74,48,89,8,25,1,59,45,70,8,65,85,43,47,46,23,49,10,72,5,42,81,43,12,7
76,7,23,6,8,57,80,51,70,28,56,29,11,56,50,43,20,38,14,92,27,79,38,19,58,54,35,59,85,9,2,89,22,85,22,94,82,19,40,66,32,54,99,77,18,92,47,56,46,99,25,18,90,41,7,24,13,41,5,97,40,91,61,84,45,1,58,43,46,33,78,52,77,74,72,2,12,53,16,57,76,15,57,46,25,58,36,28,38,66,22,85,96,78,78,10,66,40,3,97,86,71,54,23,70,64,82,47,23,63,43,41,35,31,38,50,22,56,33,59,90,13,74,25,3,72,34,53,7,64,84,90,22,47,41,23,31,45,4,94,36,22,87,86,83,21,93,51,9,95,51,25,33,82,56,63,8,38,28,43,63,55,5,15,46,31,75,40,17,7,43,78,87,26,22,84,15,67,14,62,84,82,3,83,54,57,82,68,7,38,55,41,18,27,92,8,4,61,37,2,50
82,63,91,60,67,73,47,47,5,49,45,46,33,89,53,90,8,54,13,38,90,14,84,17,4,27,20,22,75,48,7,98,11,85,10,96,49,48,40,12,47,75,54,11,64,57,29,54,94,72,78,19,14,71,78,20,25,83,60,1,62,23,89,72,99,6,71,17,59,93,69,58,22,73,5,87,14,24,9,24,52,85,70,67,58,53,3,41,13,35,6,32,50,29,15,57,34,92,47,74,23,40,21,20,26,67,2,55,18,35,68,52,29,24,73,12,60,69,60,97,57,76,31,43,95,9,26,37,34,26,14,83,21,13,37,14,55,40,74,28,4,43,50,46,24,62,39,98,41,66,61,56,50,92,3,30,30,27,83,7,50,80,32,30,13,86,33,29,46,81,80,15,38,98,41,48,59,91,70,32,90,85,40,71,41,47,72,99,48,89,87,35,2,11,92,44,79,68,21,8,15
87,4,44,92,87,22,82,85,95,75,70,37,35,53,58,35,69,16,28,50,48,24,89,46,82,31,77,71,79,37,48,21,33,23,25,54,44,16,65,60,41,69,9,31,85,20,6,74,75,85,32,17,31,92,37,45,66,69,39,76,78,66,35,49,16,69,23,15,70,78,8,92,76,77,93,74,54,77,9,12,7,1,29,94,25,47,54,70,29,52,22,47,33,3,59,23,74,36,97,41,13,36,19,15,71,29,20,73,34,24,26,74,74,17,16,47,25,73,83,58,8,85,66,67,50,52,38,13,94,14,9,10,79,15,32,20,78,99,97,81,19,4,61,78,59,17,74,69,99,32,90,38,25,20,10,1,16,31,76,13,65,18,56,64,73,1,48,41,30,43,73,45,88,19,3,23,61,23,26,87,88,37,2,1,48,57,5,49,47,20,79,58,86,8,2,99,42,8,29,94,45
56,62,74,37,10,44,85,22,61,4,68,16,3,76,20,32,72,91,9,28,37,69,58,89,93,54,45,14,19,69,96,33,71,95,32,57,34,13,11,16,9,67,66,99,97,85,64,18,43,42,38,79,28,25,95,44,52,13,3,84,48,46,84,58,88,62,64,95,45,65,12,97,40,22,13,15,76,63,18,54,14,82,44,2,48,9,14,84,78,98,60,59,46,85,11,44,94,77,61,31,21,79,27,29,39,54,31,96,99,68,72,55,63,14,84,76,52,72,10,16,31,49,31,19,74,35,32,15,16,13,73,17,32,86,27,5,31,3,51,54,81,12,76,32,38,11,78,34,80,1,91,66,97,26,32,82,75,69,48,42,43,39,10,72,4,83,69,89,24,92,18,54,76,63,7,74,32,83,93,17,60,6,57,4,78,61,94,66,51,4,2,5,8,76,37,98,28,59,17,98,15
3,28,5,40,20,81,50,39,73,59,4,89,89,74,41,12,38,67,67,66,47,62,9,35,11,68,57,91,46,66,63,12,16,7,19,99,79,90,79,3,73,89,70,29,4,67,4,44,1,15,85,62,80,12,39,67,95,99,77,49,65,17,2,10,34,58,35,39,59,52,91,19,6,56,84,33,74,45,50,85,56,83,81,75,55,22,76,10,83,38,76,94,90,65,47,94,96,80,91,92,27,49,6,38,32,3,38,55,16,3,15,17,93,32,84,40,91,44,83,63,81,94,27,93,87,82,49,56,10,2,44,37,88,32,39,85,95,44,17,23,99,36,93,29,66,46,79,68,50,97,11,5,85,68,17,55,70,68,79,92,23,84,22,88,53,74,69,80,82,76,84,97,2,32,93,56,34,26,97,41,93,5,80,77,83,95,65,99,25,31,10,93,29,17,40,35,11,92,48,21,28
95,91,21,99,54,52,42,68,12,19,32,85,52,65,65,31,52,21,5,85,63,52,58,6,67,86,63,9,88,22,8,8,79,2,18,44,70,15,33,59,68,58,51,39,80,50,26,43,37,80,37,55,92,11,38,56,49,37,58,55,78,92,23,7,7,55,20,71,53,33,7,49,97,16,38,44,98,13,53,4,57,36,84,80,67,86,97,53,57,92,27,50,15,52,14,32,75,69,65,22,76,49,11,36,76,90,4,91,72,11,56,43,58,55,12,66,21,41,27,22,47,3,23,18,42,40,92,91,71,95,81,44,2,5,53,42,87,39,1,24,16,86,21,85,33,48,70,22,22,27,93,98,95,21,35,23,12,64,61,70,85,73,27,18,88,14,79,88,44,5,92,27,84,62,11,62,22,26,70,29,81,68,27,65,73,85,56,95,33,80,80,53,29,71,3,43,12,20,52,66,22
31,49,51,6,86,32,41,4,24,68,37,54,15,71,17,61,19,24,32,14,76,8,37,28,98,32,74,51,90,96,31,83,47,19,18,71,45,7,83,33,96,41,85,17,97,17,1,77,40,49,56,80,62,90,50,78,67,75,87,48,14,77,35,18,75,94,7,74,45,53,87,46,29,26,36,2,28,95,88,27,23,20,21,44,43,37,24,27,22,77,21,74,30,3,28,77,63,71,24,92,46,72,71,57,87,56,50,10,88,50,25,28,52,93,80,57,80,18,82,54,36,65,71,37,59,5,20,39,58,57,71,16,87,93,65,92,86,34,36,69,5,59,87,16,93,84,7,6,76,62,52,46,84,60,74,87,94,78,19,59,84,2,14,13,51,8,48,86,26,44,25,48,39,38,39,38,12,60,62,82,63,83,25,79,60,69,5,4,35,45,99,96,89,68,79,17,80,45,37,33,94
36,14,98,29,76,56,64,84,19,5,64,55,13,65,28,93,27,53,52,2,52,15,83,19,42,29,75,59,72,4,73,18,31,3,32,12,39,36,47,91,10,92,54,62,12,25,92,70,75,17,46,84,36,81,46,65,61,14,34,5,63,81,2,23,40,79,73,34,47,13,27,62,21,4,25,67,8,52,63,17,82,87,46,91,52,92,45,57,8,9,17,90,35,35,67,17,52,88,87,13,66,33,52,6,11,77,44,40,94,58,50,47,55,71,90,34,66,40,44,90,60,18,98,13,5,30,57,97,66,86,72,92,79,28,77,39,50,94,18,40,36,65,44,78,84,9,21,80,51,9,10,80,34,69,92,59,12,56,28,34,14,63,20,95,20,84,60,36,28,91,44,46,48,40,73,35,86,56,25,31,66,80,54,4,17,90,20,80,17,32,44,19,75,66,81,39,71,65,32,11,69
